cokey,insurance,insgroupingname,insaddr,inscitystzip,insphone,PayorCo,PayorGrp,PlanType,PriceTable,claimform,branch,submitterid,providernbr,BranchPriceTable,ClaimPrg,ECSName,HoldAccount,PayPercentage,SubmissionTypeName,AutoCrossover,Medigap,MedigapNo,PrintBalanceDuePayor,WorkersCompensationClaims,Signature,RemittanceAddress1,RemittanceAddress2,RemittanceCity,RemittanceState,RemittanceZipCode,OverrideSubmissionToPrint,PayorCoverageTypeNames,InsuranceStatus
380,SECURE HORIZONS (MCR)DO NOT USE (INS059),SECURE HORIZONS (MCR)DO NOT USE (INS059)380,PO BOX 6699 ,"ENGLEWOOD, CO 80155     ",(877) 842 3210,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,80,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
381,SECURE HORIZONS UHC DO NOT USE (MCR)(INSOPF),SECURE HORIZONS UHC DO NOT USE (MCR)(INSOPF)381,PO BOX 31353 ,"SALT LAKE CITY, UT 84131-0353",(866) 579 8811,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,80,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
382,SEDGWICK (INSOOS),SEDGWICK (INSOOS)382,PO BOX 14490 ,"LEXINGTON, KY 40512-4480",(513) 774 5746,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
383,SHANENDOAH LIFE INSURANCE CO (INS339),SHANENDOAH LIFE INSURANCE CO (INS339)383,PO BOX 10854 ,"CLEARWATER, FL 33757-8854",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
384,STANDARD LIFE (INS350),STANDARD LIFE (INS350)384,PO BOS 1800 ,"GALVESTON, TX 77553     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
385,STATE FARM (INS041),STATE FARM (INS041)385,P.O. BOX 60699 ,"COLORADO SPRINGS, CO 80960     ",(000) 000 0719,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
386,STATE FARM INS (INS239),STATE FARM INS (INS239)386,PO BOX 20707 ,"MURFREESBORO, TN 37129-0088",(615) 692 6000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
387,STATE FARM KY (INS225),STATE FARM KY (INS225)387,PO BOX 436909 ,"LOUISVILLE, KY 40253     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
388,STERLING INVESTORS (INS347),STERLING INVESTORS (INS347)388,PO BOX 10844 ,"CLEARWATER, FL 33757-8844",(888) 888 8888,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
389,STERLING OPTION II (INS360),STERLING OPTION II (INS360)389,PO BOX 69314 ,"HARRISBURG, PA 17106-9314",(888) 858 8551,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
390,SYNERTECH (INS366),SYNERTECH (INS366)390,PO BOX 69309 ,"HARRISBURG, PA 17106     ",(800) 925 8573,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
391,TIME INSURANCE COMPANY (INS370),TIME INSURANCE COMPANY (INS370)391,PO BOX 42033 ,"HAZELWOOD, MO 63042     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
392,TRAVELERS (INS307),TRAVELERS (INS307)392,PO 50472 ,"INDIANAPOLIS, IN 46250     ",(800) 252 4633,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
393,TRICARE FOR LIFE (INS169),TRICARE FOR LIFE (INS169)393,PO BOX 7981 ,"MADISON, WI 53707-7980",(800) 444 5445,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
394,TRICARE PRIME(South) (INS217),TRICARE PRIME(South) (INS217)394,PO BOX 870140 ,"SURFSIDE BEACH, SC 29587-9740",(877) 874 2273,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
395,TRICARE SOUTH REGION (D)(INSOPT),TRICARE SOUTH REGION (D)(INSOPT)395,PO BOX 7031 ,"CAMDEN, SC 29020-7031",(800) 444 5445,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
396,UMR (INS371),UMR (INS371)396,PO BOX 8013 ,"WAUSAU, WI 54402     ",(800) 207 1540,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
397,UMR (D)(INSOPL),UMR (D)(INSOPL)397,PO BOX 30541 ,"SALT LAKE CITY, UT 84130-0541",(800) 207 1540,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
398,UMWA (INS079),UMWA (INS079)398,P.O. BOX 619099 ,"DALLAS, TX 75261-9741",(888) 865 5290,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
399,UMWA (INS123),UMWA (INS123)399,PO BOX 389 ,"EPHRAIM, UT 84627-0361",(800) 843 8109,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
400,UMWA HEALTH & RET (INS016),UMWA HEALTH & RET (INS016)400,PO Box 99002 ,"Lubbock, TX 79490-9002",(888) 865 5290,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
401,UNICARE (INS117),UNICARE (INS117)401,PO BOX 1604 ,"OMAHA, NE 68101     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
402,UNITED (D) (INS249),UNITED (D) (INS249)402,PO 30555 ,"SALT LAKE CITY, UT 84130-0555",(800) 430 4523,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
403,UNITED AMERICAN (INS073),UNITED AMERICAN (INS073)403,P.O. BOX 8080 ,"MCKINNEY, TX 75070-8080",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
404,UNITED COM TRAVEL (INS166),UNITED COM TRAVEL (INS166)404,632 NORTH PARK ST ,"COLUMBUS, OH 43215-8619",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
405,UNITED HEALTHCARE (INS081),UNITED HEALTHCARE (INS081)405,PO BOX 740800 ,"ATLANTA, GA 30371     ",(877) 842 3210,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
406,UNITED HEALTHCARE (INS373),UNITED HEALTHCARE (INS373)406,PO BOX30985 ,"SALT LAKE CITY, UT 84130-0985",(800) 842 5252,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
407,UNITED HEALTHCARE (INSOP3),UNITED HEALTHCARE (INSOP3)407,PO BOX 30883 ,"SALT LAKE CITY, UT 84130-0883",(877) 246 4190,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
408,UNITED HEALTHCARE (UNI3),UNITED HEALTHCARE (UNI3)408,AT T PO BOX 740800,"ATLANTA, GA 30374-0800",(877) 842 3210,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
409,UNITED HEALTHCARE (UNI5),UNITED HEALTHCARE (UNI5)409,PO BOX 30555 ,"SALT LAKE CITY, UT 84130-0555",(800) 782 9883,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
410,UNITED HEALTHCARE MEDICARE (INS393),UNITED HEALTHCARE MEDICARE (INS393)410,PO BOX 31353 ,"SALT LAKE CITY, UT 84131-0353",(877) 842 3210,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,80,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
411,UNITED MEDICAL RESOURCES (INS150),UNITED MEDICAL RESOURCES (INS150)411,PO 145804 ,"CINCINATTI, OH 45250-5804",(800) 950 4867,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
412,UNITED STATES LIFE INSURANCE (INS361),UNITED STATES LIFE INSURANCE (INS361)412,PO BOX 1581 ,"NEPTUNE, NJ 07754-1581",(010) 111 1111,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
413,UNITED TEACHERS (INS153),UNITED TEACHERS (INS153)413,PO BOX 26580 ,"AUSTIN, TX 78755-0580",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
414,US DEPT OF LABOR (INS182),US DEPT OF LABOR (INS182)414,DFEC CENT  MAILROOM DIST 6 PO 8300,"LONDON, KY 40742-8300",(907) 357 4777,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
415,USAA INSURANCE (INSOPM),USAA INSURANCE (INSOPM)415,PO BOX 5000 ,"DAPHNE, AL 36526     ",(800) 531 8722,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
416,USAA LIFE INS (INS113),USAA LIFE INS (INS113)416,ATTN  HEALTH CLAIMS DEPT 9800 FREDERICKSBERG RD,"SAN ANTONIO, TX 78288     ",(800) 531 8000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
417,VA HEALTH ADMIN (INSOOP),VA HEALTH ADMIN (INSOOP)417,PO BOX 469064 ,"DENVER, CO 80246-9064",(800) 733 8387,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
418,VETERANS ADMINISTRATION (INS320),VETERANS ADMINISTRATION (INS320)418,PO BOX 11809 ,"MURFREESBORO, TN 40134-8226",(615) 867 6128,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
419,VICTORIA INSURANCE (INSOP0),VICTORIA INSURANCE (INSOP0)419,PO BOX 147070 ,"GAINSVILLE, FL 32614     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
420,WALMART CLAIMS MANAGEMENT (INSOPQ),WALMART CLAIMS MANAGEMENT (INSOPQ)420,PO BOX 1288 ,"BENTONVILLE, AR 72712     ",(800) 527 0566,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
421,WAUSAU (INS354),WAUSAU (INS354)421,PO BOX 1187 ,"INDIANAPOLIS, IN 46206     ",(800) 782 2794,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
422,WAUSAU INS (INS203),WAUSAU INS (INS203)422,PO 8031 ,"WAUSAU, WI 54402-8031",(800) 878 7427,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
423,WELLCARE (MEDICAID) OF KY,WELLCARE (MEDICAID) OF KY423,PO BOX 31372 ,"TAMPA, FL 33631-3372",(877) 389 9457,,Medicaid,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
424,WINDSOR MEDICARE EXTRA (INSOPU),WINDSOR MEDICARE EXTRA (INSOPU)424,PO BOX 269003 ,"PLANO, TX 75026-9003",(800) 316 2273,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
425,WORKERS COMPENSATION (INS391),WORKERS COMPENSATION (INS391)425,12700 TOWN PARK WAY ,"LOUISVILLE, KY 40243     ",(800) 000 0000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
426,WORLD INSURANCE COMPANY (INS330),WORLD INSURANCE COMPANY (INS330)426,PO BOX 3160 ,"OMAHA, NE 68103     ",(402) 496 8000,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
428,HUMANA GOLD CHOICE (MCR),HUMANA GOLD CHOICE (MCR)428,PO BOX 14601 ,"LEXINGTON, KY 40512-4601",,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,DME,Active
429,HUMANA MEDICARE (EMP PPO),HUMANA MEDICARE (EMP PPO)429,PO BOX 14601 ,"LEXINGTON, KY 40512-4601",(800) 457 4708,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,80,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
431,AETNA MEDICARE PPO,AETNA MEDICARE PPO431,PO BOX 981106 ,"EL PASO, TX 79998-1106",(800) 624 0756,,Medicare,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
436,FINANCIAL HARDSHIP,FINANCIAL HARDSHIP436, ,,,,,,Commercial,HCFA 1500 (plain paper),Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
438,CHAMPVA,CHAMPVA438,PO BOX 469064 ,"DENVER, CO 80246-9064",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
439,TOKIO MARINE,TOKIO MARINE439,PO BOX 3347 ,"NEW YORK, NY 10163     ",(312) 525 9155,,Workers Comp,,,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
440,MEDICO,MEDICO440,PO BOX 21660 ,"EAGAN, MN 55121-0660",(800) 228 6080,,Private Insurance,Mcare Sup,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
442,FAMILY LIFE INS CO,FAMILY LIFE INS CO442,PO BOX 925568 ,"HOUSTON, TX 77292-5568",(800) 877 7703,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
443,TRANSAMERICA,TRANSAMERICA443,PO BOX 3350 ,"CEDAR RAPIDS, IA 52406-3350",(800) 854 0186,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
444,FCCI,FCCI444,PO BOX 58004 ,"SARASOTA, FL 34232     ",(800) 226 3224,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
445,DAIRYLAND INS CO,DAIRYLAND INS CO445,PO BOX 8042 ,"STEVENS POINT, WI 54481     ",(800) 325 9559,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
446,ESIS,ESIS446,PO BOX 6560 ,"SCRANTON, PA 18505     ",(800) 868 4553,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
447,AMERICAN REPUBLIC,AMERICAN REPUBLIC447,PO BOX 1 ,"DES MOINES, IA 50334     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
448,HUMANA MEDICARE PFFS,HUMANA MEDICARE PFFS448,PO BOX 14601 ,"LEXINGTON, KY 40512-4601",(800) 457 4708,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,80,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
449,BC FEDERAL,BC FEDERAL449,PO BOX 37690 ,"LOUISVILLE, KY 40233-7690",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (BCBS) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
450,CENTURY HEALTHCARE,CENTURY HEALTHCARE450,PO BOX 2256 ,"GRAPEVINE, TX 76099     ",(877) 685 2432,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
451,ANTHEM MEDICAID,ANTHEM MEDICAID451,PO BOX 37690 ,"LOUISVILLE, KY 40233-7690",(855) 661 2028,,Private Insurance,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Other,Capario (BCBS) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
452,HEALTH SMART BENEFIT SOLUTIONS,HEALTH SMART BENEFIT SOLUTIONS452,PO BOX 3262 ,"CHARLSTON, WV 25332-3262",(800) 500 4277,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
453,LADEGAST HEFFNER,LADEGAST HEFFNER453,PO BOX 436949 ,"LOUISVILLE, KY 40253     ",(502) 245 8395,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
454,BCBS FEDERAL,BCBS FEDERAL454,PO BOX 37690 ,"LOUISVILLE, KY 40233-7690",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (BCBS) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
455,MEDIPLUS,MEDIPLUS455,PO BOX 9126 ,"DES MOINES, IA 50306     ",(800) 247 2192,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
456,CNA,CNA456,PO BOX 8317 ,"CHICAGO, IL 60680-8317",(877) 378 0541,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Workers Comp) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
457,"KENTUCKY HEALTH COOPERATIVE, INC","KENTUCKY HEALTH COOPERATIVE, INC457",PO BOX 9107 ,"FOXBORO, MA 02035     ",(855) 687 5942,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
458,BCBS TN,BCBS TN458,ONE CAMERON HILL STE 0002,"CHATTANOOGA, TN 37402     ",(800) 565 9140,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,,False,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
459,AMERISAVE,AMERISAVE459,2301 HWY 190 WEST ,"DERIDDER, LA 70634     ",(800) 897 9719,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
460,AMERICAN RETIREMENT LIFE INS,AMERICAN RETIREMENT LIFE INS460,PO BOX 30010 ,"AUSTIN, TX 78755-3010",,,Patient Pay,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
462,LIBERTY MUTUAL (WC),LIBERTY MUTUAL (WC)462,PO BOX 7205 ,"LONDON, KY 40742     ",(800) 362 0000,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
463,CENTRAL STATES,CENTRAL STATES463,PO BOX 34952 ,"OMAHA, NE 68134-9832",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
464,AMERICAN HEALTH CARE ALLIANCE,AMERICAN HEALTH CARE ALLIANCE464,PO BOX 8530 ,"KANSAS CITY, MO 64114-0530",(800) 795 1023,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
465,LOYAL AMERICAN INS,LOYAL AMERICAN INS465,PO BOX 5710 ,"SCRANTON, PA 18505-5710",(866) 459 4272,,Private Insurance,Mcare Sup,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
466,CMI,CMI466,PO BOX 14731 ,"LEXINGTON, KY 40512-4731",,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
